"","SampleID","glycocholate","palmitoylethanolamide","hexadecanamide","dihydrosphingosine","trans-9-octadecenoic acid isomer","stearamide","lysophosphatidylethanolamine(0:0/16:0)","hypoxanthine","acetyl-β-glucosaminylamine","phytenate","cis-10-nonadecenoic acid","Dl-ala-Dl-ala","hexadecan-1-ol","3,4-epoxy-6,9-octadecadiene isomer","heneicosanoic acid","3-methyluridine","nutriacholic acid","α-tocopherol","5-methyluridine","p-tolualdehyde","geranylgeraniol","4α-formyl-4β-methyl-5α-cholesta-8,24-dien-3β-ol","5β-cholestane-3α,7α,12α,26-tetraol","7α-hydroxycholest-4-en-3-one","glycocholic acid","(±)-abscisic acid","Indole-3-lactic acid","D-glucuronic acid","lignoceric acid","2-phenylbutyric acid","palmitic acid","chol-11-enic acid","10-oxooctadecanoic acid|10-keto stearic acid","1-linoleoyl-rac-glycerol","deoxycholic acid","5-formylsalicylic acid","4α-carboxy-4β-methyl-5α-cholesta-8,24-dien-3β-ol","1-palmitoyl-GPE (16:0)","palmitoyl sphingomyelin (d18:1/16:0)","10-undecenoic acid","4-cholesten-3-one","1-ethyladenine","10-oxooctadecanoic acid/10-keto stearic acid isomer","aldosterone","tricosanoic acid","9-oxoode","homovanillic acid","glycerol 1-hexadecanoate","trans-cinnamic acid","coenzyme Q10","butylparaben","24,25-epoxycholesterol","2-hydroxy cinnamic acid","nicotinic acid","carnitine","kynurenic acid","lysophosphatidylethanolamine(0:0/15:0)","4-ethylphenol","delta2-THA","7-ketocholesterol","palmitoylethanolamide isomer","4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoic acid","7-ketodeoxycholic acid","D-(+)-malic acid","docosahexaenoic acid","stearoyl ethanolamide","13-hydroxyoctadecanoic acid","Hexadecasphinganine/C16 sphinganine","4α-hydroxymethyl-4β-methyl-5α-cholesta-8,24-dien-3β-ol","mannose","xanthine","4α-hydroxymethyl-5α-cholesta-8,24-dien-3β-ol","(±)12,13-DiHOME","stearidonic acid","N-acetyl-L-glutamic acid","1-(1Z-hexadecenyl)-sn-glycero-3-phosphoethanolamine","cholic acid","phytosphingosine","9-hydroxy-10E,12Z-octadecadienoic acid","erucic acid","γ-Tocopherol","γ-tocopherol/β-tocopherol","24S,25-epoxy-cholest-5-en-3β-ol","2-hexyldecanoic acid","glutamic acid","triamcinolone aceton","4α-carboxy-5α-cholesta-8,24-dien-3β-ol","oxoproline/pyroglutamic acid","3-(3-hydroxyphenyl)propanoic acid","12-ketodeoxycholic acid","Bis(2-ethylhexyl)-phthalate","glycidyl stearate","MG(0:0/18:3(9Z,12Z,15Z)/0:0) isomer","N-palmitoyl-sphinganine (d18:0/16:0)","5α-cholesta-8,24-dien-3-one","pentadecanoic acid","3,12 diketocholanic acid","cholesteryl laurate"
"IRD_74","IRD_74",633.5173747,847.4622454,1403.584246,8873.376187,596.1324219,1364.49714,3203.938333,39597.79644,4159.661538,3402.0738,8187.638,4664.684619,683176.382,2528.15564,55276.1832,473.5461426,452369.8816,7152.9425,523.2816162,4344.251668,30361.464,7621.038391,9604.972331,39201.18632,33452.50049,17136.1,9764.44025,295226.5571,1477792.143,15288.84286,30687.73652,6669349.9,11508.28959,10616198.97,2358.174408,28884.32918,19856.1,5073.950195,14331.68,1450.179688,4367.306661,63684.66031,142793.89,6476.23075,240048.7489,37747.8,10486.45789,1644987.456,9281.1675,239993.8875,10322.92,7143.889,3651.160575,307144.6443,64798.03857,27008.84275,1661.494444,7309.862671,109653.8618,5110.9875,12914.22566,119205.8487,6056.475983,186156.2701,24920.64711,31245.09033,2350.221228,15006.61114,206364.3842,54372.77738,42347.535,9401.84,1054.101654,2077.398158,34035.2429,17017.15091,323014.0675,90854.05305,39476.21738,878.8682016,2093.253231,40341.70733,51239.49875,43860.33882,677640.6861,603.5689872,34748.928,421117.0717,4158.038571,164380.3892,28160.1086,609253.216,1449959.4,6957086.797,117889.7096,63583.2975,271623.4138,30665.9
"IRD_75","IRD_75",2040.310345,1407.78717,2910.530064,12591.38247,5944.296197,3126.344029,15709.06,11560.96846,5950.029407,4354.199916,24980.63556,5447.22875,344920.2715,3804.516544,117956.0149,2296.937779,104549.982,28852.08,119862.66,17603.7345,24287.09742,16022.53714,18691.87804,10952.12413,22456.61304,16321.38428,35542.9851,410096.925,5602702.364,55630.27273,27902.1091,72855.4529,145215.362,131533.1733,41340.177,6272.43225,62016.21455,44870.408,20390.99131,79882.79325,3504.016975,94105.61594,109282.7446,83915.24,1092404.28,8742.317505,78029.7414,5248.925167,7983.318,539531.0556,8416.274286,13650.34176,83823.79213,512710.0897,74774.23729,46379.83137,8709.890727,4294.477,34876.71413,15576.11111,15578.34587,8459.635455,12376.14117,229590.9275,21920.72291,6572.726889,83921.93308,19660.78854,133896.283,101454.5258,35990.388,17015.86286,5254.427818,25875.89375,166786.6575,60544.12241,29802.1757,40683.78517,54174.25818,143935.12,7615.370453,46978.016,103759.3525,19708.59167,844044.9544,214831.0154,275521.9367,402495.6793,3877.76,236645.059,3064.896257,689709.6,1479459.672,11243583.58,137655.5465,184736.42,1048811.433,37041.62
"IRD_76","IRD_76",1236.381022,1090.515102,1894.410226,14171.0593,144316.1267,6946.188889,370102.023,61110.53867,5017.524,16266.94943,467581.077,5571.707324,473498.886,70139.135,78579.4252,5968.803685,143872.8074,60407.232,15100.28429,18050.445,47731.64538,98944.56714,390722.111,6405.75,38537.05917,25599.84914,10370.18889,660138.9773,2755633.372,97596.03,42769.65473,73624.05,160219.4691,132020.22,51065.80543,11426.8584,145139.6077,29965.1142,24274.55076,25749.09857,7736.054143,36302.08329,240280.1317,243811.575,474335.425,54885.798,16791.0862,134479.5247,4284.14,737792.2933,9173.19,44824.08967,13401.4385,662922.6529,45774.32813,32068.35475,48114.69,2635.33431,29292.93333,14047.88791,146479.2267,72396.2007,17786.92125,275031.59,25632.37522,136089.6889,68513.05806,21190.889,179673.4722,240332.2703,79893.658,17943.51,15368.585,55712.59105,110847.5368,341847.481,24404.64545,79410.91492,177067.1495,162601.35,12010.5748,140558.1333,73698.94,63907.02542,624578.3929,226414.3,230990.192,329230.3457,4548.643818,263256.935,23754.75257,315792.2446,1263822.789,4422172.813,64929.74588,216371.14,54170.26125,18471.9
"IRD_77","IRD_77",430.5714844,344.7099958,590.2726528,12634.15713,55408.69143,47997.48333,144734.8104,37580.54756,5113.0825,4650.849819,66458.8764,5457.90188,1037668.14,8612.497837,26569.2458,14530.41357,1383360.626,42175.52857,71679.85825,18308.4915,38654.51392,20191.29643,28064.47,87210.48,119412.918,14546.25,14949.78625,272130.48,1257920.82,30467.85714,45874.80602,1887306.824,114693.451,4029818.52,5660.178063,28654.2624,57361.01538,24342.9915,123164.485,22863.468,2314.008217,142196.313,120253.95,22745.475,155258.924,20595.33551,18875.37032,1723928.267,96823.42425,494333.6125,8484.130859,43180.893,20291.28683,438449.1303,114022.2096,5106.466438,56480.05571,64885.1175,45502.11682,8042.262099,65185.1998,229930.2767,14364.66,243987.2775,77725.6497,381011.6561,27588.35763,15451.07571,190688.5565,273746.5071,88135.29956,7916.816667,3556.035,21481.2,23223.2465,162354.1195,141480.4159,119896.992,62751.30661,62001.0975,3037.041931,109236.95,239051.8112,82068.50474,266927.2333,58888.70455,282231.671,189185.9143,67905.7834,270713.8938,119489.195,400634.1,1073250.64,5325834.041,123871.52,124873.26,210857.12,45308.08
"IRD_78","IRD_78",691.0126411,728.4099819,165.0465088,9857.183017,27073.94784,1105.415876,20268.26797,18674.53,6063.858,4902.127773,35757.596,7368.170313,890406.7727,9033.273,33836.39743,11357.74,1000340.966,43887.70714,38937.9195,28054.94,32081.60044,36199.745,108901.1546,112033.8,5913.6,87667.06,7394.387,185201.4679,3543866.493,74897.82857,60586.76,316946.25,32590.028,1031488.372,9123.598667,21339.13978,132885.18,81843.3488,126705.6,13042.7725,137637.7567,26460.83844,7690.44337,174077.756,289439.6222,19058.52656,56048.95037,717241.102,43799.16275,147577.375,8957.866667,83605.4685,47271.93311,441932.7542,47030.406,20903.6209,4633.294956,36613.79517,20819.86749,22526.90778,102983.4273,179901.5083,21759.64444,66694.02,26925.4692,115097.8887,45115.35686,29906.614,228214.37,715833.8143,28076.3,16772.3875,25312.96267,52925.12429,15353.28545,2253.921875,88515.71667,132274.0057,113696.2512,211421.9678,158966.4077,83645.90222,82029.255,39645.625,99228.94969,266503.9867,286071.716,62022.72,23964.13892,241840.64,93282.76811,444854.6327,1166255.55,6170319.493,19663.0245,26921.94,236617.2,11509.68457
"IRD_79","IRD_79",773.8191189,2340.052734,1742.257533,11659.27262,42167.25964,5690.215,7128.655,6369.99,1492.162857,2230.890472,188898.7455,4443.798706,420448.2723,30637.6966,161848.8,2758.505676,320837.2964,111545.8983,28887.3095,4125.31073,18062.44571,24334.69429,46821.63692,4323.808751,26689.25439,159380.13,19884.46613,42152.89222,10446287.75,60768.11045,35953.36862,324312.1251,24231.49941,600289.7308,249888.9582,8255.264221,63115.28333,162675.0621,60766.35,1816.361429,4972.067535,4612.79,50069.26727,136791.9533,916099.73,2489.815259,5905.037894,5243.505364,17398.27388,863732.1,5461.3895,70023.61808,1464.186401,118116.3016,39270.69338,11601.94145,5670.902303,12740.60882,18697.05448,83871.732,32376.35223,5429.288857,26769.42,143628.086,10476.23371,12879.69533,127069.4407,38262.619,218510.7655,20155.40874,15872.74,107439.9514,3377.690529,86441.83579,18721.96495,4453.481344,23685.19324,53529.29639,27006.39838,315948.41,121841.9583,329715.12,68843.32333,163330.2286,399306.2147,341508.5633,333099.736,243091.7833,3826.289455,370521.5427,16348.6768,464015.37,1379650.247,9286252.632,141295.4764,36293.245,2232599.95,18632.7
"IRD_80","IRD_80",843.7163511,1383.56543,2225.326207,8252.030945,73856.59497,732.1181641,17434.0992,37557.954,4480.858462,2725.17334,69526.493,4602.813086,972227.218,12971.968,136342.287,1538.756138,178679.1692,83943.62857,8521.169429,12853.92,21210.48,51155.65714,79408.15455,3135.559937,37703.0713,132964.6275,8034.139286,29291.5351,13280998.05,101921.9214,36701.26,116231.2225,58331.95636,193567.5606,94408.11204,4908.6504,161021.0708,204259.6282,30153.51146,12111.42667,5066.533173,12050.78186,45566.68895,171473.9289,819577.866,17310.05493,4984.363756,51592.9183,43954.69375,370462.1044,6427.156357,28113.79391,946.8597107,403666.8697,55769.75182,4314.715533,12868.11812,30062.93056,20043.261,21831.208,9637.625977,5332.2664,13166.58,300743.0267,10281.79255,5387.586667,33473.00181,12592.35989,271642.7986,12740.41333,99775.29256,14243.69667,25757.3295,54338.64,183745.888,3003.96333,14088.3396,84337.7409,55544.475,199745.97,94475.77978,224425.3589,31981.4175,46318.05714,840716.2613,285579.3646,202264.2844,470049.5733,14543.39467,346911.7653,3844.405889,559884.9067,1331477.186,5646477.14,143574.2144,70664.9,1424913.945,17616.74648
"IRD_81","IRD_81",482.4573438,1166.249442,1446.006252,28607.2738,2389.939331,803.9038086,3021.14947,13521.8675,5623.125652,4041.774902,33659.64311,5941.191406,310932.7357,6501.116604,61811.371,15502.86789,2867091.078,8924.355,48422.09333,19968.5862,17140.31714,16518.10286,24466.17462,14100.92411,42573.84172,29653.27375,14469.31913,67686.87713,1706443.2,24145.74,33684.95276,2313264.092,17113.68,4626903.454,3520.034485,30432.99,49764.02846,8241.559333,41511.015,43907.644,5223.510267,10226.45631,7736.224365,8627.637333,339833.9978,43208.84615,157526.0359,407624.595,220050.09,380064.6111,8258.044444,8831.769365,111184.7059,460012.6904,56306.74286,33633.43386,2133.635613,95262.02862,39430.73455,5058.176446,34370.8563,103260.0967,23950.87111,137804.3425,14964.5556,11802.08,9485.26719,24746.33756,301563.9,155082.3752,44824.95756,4938.514286,563.6081066,113303.3411,52642.2924,596.524526,85705.3955,83984.053,144152.6619,376179.1062,1102.095085,45535.98933,140341.055,104218.0713,806849.17,280755.3,356133.68,536757.78,50282.078,142226.6735,154657.36,314113.95,1139305.049,2724419.186,86259.6225,38686.90599,3339998.616,11817.46
"IRD_82","IRD_82",563.6774372,1014.683576,749.7289777,10113.84695,22248.76048,20290.21375,97603.41214,34066.75163,3994.582222,4229.026768,70924.9503,9390.765552,314915.3423,14594.082,32622.327,646.1506609,154277.8857,29845.69412,1491.585589,9313.7264,29269.79288,15488.77,41515.11,11401.36163,76911.65099,58033.56648,21033.01874,130350.9597,1441882.926,37647.37286,38143.10547,1143883.35,18120.29841,1872582.3,4940.610565,4163.468898,87120.9,14726.2078,38350.56667,0,91797.14182,52257.57288,11133.63566,4890.991974,336609.6078,17459.07813,3022.131121,990673.9523,760.1224286,938269.75,7213.846,35431.31778,6324.877429,284686.3779,265982.577,3153.814218,20899.494,0,87812.76197,12082.74752,319106.727,414358.77,6868.848022,347779.0006,25072.1352,138220.5863,6051.922913,76154.933,286913.9,137542.4514,69422.14013,10361.88,10070.34013,4175.496071,188550.8089,6528.391056,118978.8846,167250.4343,63679.90691,2966.06625,294924.5723,57336.10833,376797.68,196369.5564,757345.6317,1445.564925,12317.81348,515638.38,5771.371399,177124.245,14259.2219,354092.85,1211148.388,5205527.31,106185.4446,62675.94946,63500.55111,20723.1
"IRD_83","IRD_83",1124.839707,1575.51709,1745.197489,6897.249379,227242.3964,1040.649222,6961.649808,3964.042444,4011.254118,3479.012277,7557.7203,4497.487109,475969.2519,1983.82981,318952.4256,5812.755,641631.912,192159.1833,50814.13333,3881.114136,61891.00333,40004.415,104043.4225,4714.348096,8942.737305,117641.16,7434.441375,20352.05495,17349710.47,85828.37143,69039.77946,207097.0227,73734.24222,432713.6328,384156.0859,16642.64906,18901.675,251732.4775,80462.84,16382.13888,8535.994466,40941.52558,123685.0691,237766.578,2329281.456,2993.188403,5732.931911,184213.2296,3530.258798,2049722.35,6061.03125,38950.917,917.678538,59470.90909,42636.27625,26042.10375,5759.218377,1417.878,50083.9555,20458.68347,17056.82085,10669.4224,22051.26053,82823.13863,24175.73818,6530.8594,88423.58067,11145.00263,343940.2742,12887.08211,11136.2695,24212.64,33101.52533,103955.4144,60064.6256,1340.719523,22038.70167,44015.38518,44668.498,414169.8571,104761.1228,472729.1172,88539.15,79775.11633,627439.3629,453902.3919,388872.5867,360057.4571,959.9029922,360546.7297,44751.53679,442289.9923,1245202.985,10709432.85,75944.51,95575.5,2127140.125,16602.77288
"IRD_84","IRD_84",344.0888672,838.085362,274.0061035,7735.349487,9788.928209,3908.61,9002.520333,5328.141508,5097.870459,2496.021429,2452.2,12516.85781,234732.2087,1719.901737,5685.2964,711.2901786,173803.5453,31282.85475,19711.185,24378.01333,18398.41055,33133.81429,69102.22231,15002.76316,31985.70768,17306.56125,4603.733333,335998.236,319140.3055,83705.28,42171.828,396014.7634,41941.30077,778460.332,859.359314,14242.00556,30761.72727,16299.9689,9651.064453,3507.827541,42772.40733,85991.50813,7611.869263,32336.03302,39301.768,10954.746,25633.53041,359317.1593,123870.5675,80816.1525,8035.332857,11187.96478,17114.14286,250851.4573,407243.4243,17353.42453,5519.159058,81429.88175,37295.51074,5393.007704,5762.429984,65047.948,12722.2021,55731.70333,11621.259,36396.55556,15786.31591,28232.04,106305.915,323527.5767,20153.83433,5789.734286,8073.659,10697.67737,52404.3,898.9727783,64938.79211,50034.14937,55770.438,32099.232,34005.57833,32336.689,275765.2663,44343.515,136146.1886,16688.76,216087.676,104073.9263,50212.1172,140748.7197,39114.88833,487223.1,1339807.926,5814538.317,129889.9845,90191.38,28646.14667,25027.35944
"IRD_85","IRD_85",1762.157305,1110.310495,584.1000802,9800.351352,11122.34429,2658.067278,1529.724898,961.4200387,2477.457778,1815.946991,5729.965889,3251.350647,414013.9178,2541.770135,169031.5789,2305.0594,28098.12909,36930.07543,8722.8555,3380.324209,18018.9644,31843.51,43277.96267,12754.2514,4654.502387,48700.755,36180.44444,27209.19683,7411662.72,129430.7815,73482.03,14476.76706,35251.75822,21605.1495,491431.6943,1607.464874,30229.66978,98293.98444,7239.940576,16951.10624,3396.584335,24691.91859,24434.90308,62351.3295,1848130.296,2638.752197,3529.40181,15550.9285,1002.586848,848203.594,6111.220093,14343.16667,1686.374581,73795.29875,62904.63333,9473.957663,71.86226723,104.0660197,27273.12891,28797.69,21243.56945,9517.850444,19516.88125,36239.57071,7897.878,5265.8956,12069.56656,24352.11,264207.03,11863.088,1229.994867,24571.25,5631.721,113938.5625,73875.49886,181.6360689,24880.4185,55167.41761,35566.94738,398508.52,50119.80812,140358.8187,52749.2925,60150.7225,712869.91,404010.428,241879.0822,426605.67,676.8595412,307210.2667,259.6382523,650749.2862,1237829.308,4761769.455,78829.45714,10122.51039,416643.035,16674.03117
"IRD_86","IRD_86",935.5827637,1516.435826,4241.1,30945.06836,62989.98528,3838.057983,36333.45,8548.096111,8578.347754,4495.820487,40819.19664,8708.02373,390072.9735,8833.934631,183066.4039,6916.817,271746.6356,53550.858,15858.86225,40387.711,26077.51385,61002.48889,60889.58,19726.308,65153.088,111141.06,44458.43844,41404.47084,5987868.087,49236.75,41091.42857,134445.5828,103280.3667,251597.0618,75190.072,6713.028429,45724.87317,113187.1704,35610.56012,164099.881,25745.64714,8137.9818,81195.2,937879.5267,991677.342,31792.77246,11011.46209,115330.4008,199089.9966,621766.46,9024.882294,36909.9721,8088.40625,458606.5244,86418.67038,27340.56767,21848.0294,89025.79843,95853.59669,50465.272,132874.1138,9165.1662,18902.23109,126520.4895,15352.8656,33585.92444,65063.47056,53804.8764,314632.485,73037.87573,23404.51311,107721.42,12519.25245,63017.96667,11047.06456,25007.61044,27055.24994,84296.274,79322.019,220887.2938,87576.738,200140.4328,75468.33,65441.91463,414528.6823,120232.5,327298.58,8993.587143,10742.732,327094.0944,14985.955,419706.9,1118746.943,1635669.033,167769.695,152815.635,1688301.806,41289.42
"IRD_87","IRD_87",535.8534037,909.5381383,902.2151228,5644.54777,247628.816,550.9169922,3641.311188,3329.5775,2979.355556,891.9052734,8237.3676,3748.094482,432035.064,2314.273048,171388.5583,628.0597273,77665.44256,60584.13429,2520.867188,3262.867574,37137.75,24495,21448.8,2529.435303,9740.784531,63527.68199,8633.219667,15399.272,6502719.816,48302.76,63173.95296,49763.6188,25839.12407,93865.9043,982284.1533,2435.328667,6353.481545,100180.2712,77414.076,4156.995117,3035.037435,221185.7543,30564.01439,122423.4649,1324773.12,1681.866614,2202.722181,24989.75273,2129.128357,2839993.956,8170.667759,15591.92222,1478.827829,44010.73791,89154.729,8714.006941,1938.127622,768.8463338,35998.611,11352.58667,12740.13319,7019.718,8676.37625,67386.891,12600.84,3588.361111,107460.0115,10581.52388,140473.9858,14203.87233,7287.381333,19003.68,1931.875,48453.21909,8560.510983,480.431366,25355.31936,50147.93213,38716.32,186481.8871,29430.38,214245.2333,30227.65,86906.03001,454113.1037,156766.6,163176.64,303631.9799,949.3912682,300151.7478,795.816885,368115.3,862544.8199,918290.89,157619.7424,77940.10446,485250.2325,14061.46477
"IRD_88","IRD_88",1004.666768,446.9190674,1928.387591,8845.056419,181638.028,1389.178833,46292.24722,2261.842732,4571.035498,3150.714321,19223.988,5128.929525,326797.06,4258.92453,184389.225,10963.355,80545.08,50420.72438,31321.8225,11274.54857,34385.80246,39229.46,108153.6923,18211.11487,72107.76,79777.96429,8225.5725,89209.59488,5056046.036,71882.54286,44227.215,32141.5892,84018.14333,53353.60256,70342.51065,3769.819772,20759.51887,72677.16867,39906.73,34539.4,3068.875793,11107.72599,56852.88167,239442.3443,1068045.13,9146.414063,10491.5062,39566.72,2839.924805,688348.5467,9515.831,17239.89636,1171.344147,375265.4352,9785.38,92776.26262,26592.09877,1790.811951,41556.91738,19274.64444,10762.1333,12244.7123,11651.05283,296534.1838,32415.035,8854.961778,85692.29455,18839.12175,174610.272,4396.438,11549.96438,38025.11143,10884.53333,63912.80571,131279.606,34250.0222,37237.48291,34158.3292,89280.89989,218856.6343,14713.21701,176151.3313,57236.04875,34813.06111,851561.5721,233874.6678,241217.842,477359.6413,1214.216868,387230.0462,2392.08374,393560.1,1102387.86,4606923.888,8411.16675,365182.16,385437.0712,46396.85418
"IRD_89","IRD_89",478.92512,1469.454694,736.5827114,7460.563632,109589.116,761.6050851,49227.52567,2441.680008,2845.723636,844.7011719,42989.58878,4015.208716,292581.8721,5694.548882,49819.37022,1225.242048,119044.12,46149.3014,1068.610369,3988.982692,25061.42057,53733.84286,139503.2662,3510.7387,18548.73417,23130.18,11493.10478,11528.6094,5575385.555,79722.78,30790.66539,59147.8056,27190.61892,99824.7555,34205.631,2927.505219,19918.31349,23304.645,13452.14553,4190.042864,1652.361328,4323.369855,23595.62683,92420.7375,235926.0045,2651.559631,2747.309797,28474.2128,959.2179042,801399.3622,7751.7,10965.6329,1350.369843,61934.929,32505.07757,9627.859421,8746.343333,83.31925456,10589.92,16209.73333,2588.5885,2961.616,11728.54714,32865.57938,10434.03083,1606.8145,11654.29792,9397.1385,227232.9333,5257.188151,6057.603073,19928.50286,6384.008889,34215.61412,72922.9936,845.6879883,12772.37667,14268.22257,27645.88837,113065.2585,3550.485321,106424.01,12338.40332,88982.18164,306850.0457,150402.2118,228160.9244,174502.38,1158.16196,339468.19,689.1769981,224305.2,864359.609,1874702.119,125777.2725,88042.02,1005312.74,13607.7
"IRD_90","IRD_90",542.0212708,291.2561907,324.4605451,6355.729675,63810.58667,570.8880092,94831.23678,45896.22444,2649.210978,3455.041051,3659.484545,6224.234141,625588.0378,1272.768646,26642.9592,20810.01943,174640.4998,16079.59275,46711.63586,8201.246667,48763.58153,31062.46571,24871.864,11166.834,3122.028571,151588.945,13365.6196,293840.6963,2508712.933,42318.52625,48439.99125,140724.9286,84652.14,202800.8691,2234.190347,4340.806,42817.95,12740.91525,5989.405111,14305.05145,4080.478516,58754.76923,15521.07221,13926.59096,426303.57,3862.52002,5869.325806,101438.7601,28669.93125,1077252.858,4517.807,10622.6043,3744.001003,199646.2555,95153.81769,15127.08053,60863.97841,23079.62571,29934.78185,8896.697266,15709.52895,102527.5698,7680.537127,124813.341,27176.42509,50663.68067,4972.690796,5999.568237,408777.5368,96231.75333,111373.3372,8676.1775,1438.402908,45354.91333,90034.63682,6109.708394,25823.77385,61082.28165,24795.30375,137210.83,9455.516889,79799.617,88973.21875,61759.3875,623657.0451,189157.5429,191097.288,403734.4894,30952.07066,232180.4092,6588.319336,337922.7762,750936.6767,1030703.94,38806.87,17768.4,784122.8375,14804.6
"IRD_91","IRD_91",977.0696582,954.1074306,13720.05,9391.750666,32138.71521,735.7236503,733674.4305,7503.226667,4678.53244,8630.488037,15033.90227,6668.64566,341826.0149,3638.401909,82746.9181,31442.7165,184494.9756,35719.25186,115959.581,13778.52,25965.72,26331.48,55446.2125,17820.50241,66884.69667,18801.27309,14167.7165,30459.54188,5144485.195,39633.18571,28131.52962,51315.033,472657.12,90669.663,29336.3505,17077.01,48194.3,52291.846,26168.34,33205.7565,3658.183044,7862.741165,81022.3875,110537.7033,531606.067,8017.816406,3611.937143,197741.1824,1235.019052,1057104.107,6964.191889,21573.74772,31835.15411,285197.9667,56213.43,29598.64338,232259.1681,1328.362427,78071.78363,24459.41182,23775.33634,24737.34667,12738.94375,504686.9133,16385.67219,7822.56,24323.08668,8018.228264,207355.972,66291.648,24607.37067,50079.78,19365.213,112257.6467,53028.16756,58885.42241,37996.728,62472.00519,62024.1426,346968.6243,93719.35833,132338.6066,80810.04,131021.7021,947432.5263,192938.3125,328706.268,475002.0514,3231.490909,325064.4286,45409.34067,290709,859052.0618,1329256.11,32305.58571,79181.94,342425.3025,14922.24
"IRD_92","IRD_92",1010.539739,1414.842076,609.7097855,8311.978205,79257.98222,1024.380092,7238.394354,2471.207125,3877.1,2923.055106,4771.497545,3812.411458,217676.3622,1360.66217,104284.9426,2298.760777,63747.4215,28755.64913,4833.738,4852.578857,23964.9575,16218.29143,24084.70265,5334.331731,23985.665,86244.4975,4709.570222,13109.877,4956726.125,26009.80739,38324.26147,17060.0565,146497.0025,33649.05989,203053.6618,1835.301105,17580.80391,49271.97556,18011.87478,20593.74,1774.394493,23810.45683,63463.88,361114.2833,916317.214,1853.465259,5139.096667,17857.83133,1987.19279,1844284.506,4097.2735,7517.477462,941.5692139,204939.5183,121125.769,24683.232,6011.388311,927.2063599,20936.95714,13977.92733,7046.684341,2613.564617,12520.60532,99706.425,7792.4972,2542.991501,20503.75422,6326.1,185483.1885,741.364,6065.3265,16254.50667,3961.3935,84021.04375,89278.70608,4004.332,15950.71772,10523.41597,25399.78895,299253.9278,4716.276436,117756.6811,22787.425,306066.25,685670.796,194786.2356,208916.7,381006.139,1016.398948,162364.7333,320.7306562,217394.55,603012.3945,1780563.657,216942.1174,164328.22,292452.875,16758.04
